AGE,GENDER,OCCUPATION:,INCOME (RM XXXX):,MARITAL STATUS,What is your travelling duration?,Why you usually travel?,What is your budget for travelling?,How long do you plan for your travel?,Usually where do you plan to stay?,Travelling frequency,Travelling Transportation,Do you prefer using tour guide?,Do you prefer travelling local or overseas?,Language preferences,Do you prefer solo or group travel?
29,Female,Farmer,7200,Single,0,0,RM1000 - RM1500,3,Homestay,1,1,Yes,Overseas,0,Solo
33,Male,Doctor,5500,Married,1,3,RM1000 - RM1500,0,Hotel,1,0,No,Overseas,1,Group
21,Male,student,1000,Single,0,2,below RM1000,0,Homestay,1,2,No,Local,0,Solo
36,Male,Ship Worker,6000,Married,0,2,RM1000 - RM1500,1,Hotel,1,0,No,Local,0,Solo
41,Male,Professor ,6900,Married,1,2,RM1500 - RM2000,2,Campsite,1,1,Yes,Local,1,Solo
34,Male,Government Servant,6000,Married,1,1,RM1000 - RM1500,1,Hotel,0,0,Yes,Local,1,Group
24,Female,Student,0,Single,0,1,below RM1000,0,Hotel,0,0,No,Local,0,Group
34,Female,Doctor,8000,Married,1,0,RM2000 - RM2500,1,Hotel,1,0,Yes,Overseas,1,Group
22,Male,Gamer,3000,Single,0,2,below RM1000,2,Family House,0,1,No,Overseas,1,Solo
19,Female,Teegram admin,3000,Single,1,1,RM2500 - RM3000,1,AirBnB,1,3,No,Local,2,Group
35,Female,Barista,5400,Married,1,1,RM1000 - RM1500,0,Hotel,1,1,Yes,Local,1,Solo
30,Female,nurse,2500,Single,0,0,below RM1000,1,Hotel,0,0,No,Local,1,Group
42,Female,Dentist ,7000,Single,0,1,below RM1000,1,Hotel,1,1,Yes,Overseas,1,Solo
28,Female,Footballer ,20000,Single,2,1,RM1000 - RM1500,2,Hotel,1,0,No,Local,2,Group
22,Male,student,1000,Single,0,3,RM1000 - RM1500,0,Family House,2,1,No,Local,0,Solo
24,Male,grab,2000,Single,0,2,below RM1000,1,Campsite,0,1,No,Local,0,Solo
28,Male,business owner,5000,Single,2,0,RM2000 - RM2500,1,Hotel,1,3,No,Overseas,1,Solo
34,Male,Youtuber,50000,Married,1,1,RM1500 - RM2000,1,Family House,1,2,No,Local,0,Group
23,Female,It staff,2700,Single,0,3,RM1500 - RM2000,3,Homestay,0,0,No,Local,0,Group
23,Male,STUDENT,0,Married,0,2,below RM1000,0,Hotel,1,2,No,Local,0,Solo
21,Female,Nursing ,2000,Single,1,2,RM2000 - RM2500,2,Hotel,1,3,Yes,Overseas,1,Solo
23,Female,Student,1500,Single,0,1,below RM1000,0,Campsite,0,0,No,Local,0,Solo
35,Female,Receptionist,3200,Single,1,3,below RM1000,2,Family House,0,0,No,Local,0,Solo
31,Female,Programmer,23674,Married,0,1,RM2000 - RM2500,2,Homestay,1,2,No,Local,1,Group
22,Male,student,1000,Single,0,1,below RM1000,1,Homestay,1,2,No,Local,0,Solo
45,Male,Engineer,5600,Married,0,2,RM1000 - RM1500,3,AirBnB,0,0,No,Overseas,1,Solo
26,Male,Office Worker,3100,Single,1,2,below RM1000,0,Hotel,0,0,No,Local,1,Solo
23,Male,student,1000,Single,0,3,below RM1000,0,Family House,2,1,No,Local,0,Solo
28,Female,Lecturer,4500,Married,0,3,RM1000 - RM1500,0,Homestay,1,0,No,Local,1,Group
22,Male,Student,0,Single,0,1,below RM1000,1,AirBnB,0,0,No,Local,0,Group
25,Female,Freelancer,6250,Single,1,0,RM1000 - RM1500,1,AirBnB,2,3,Yes,Overseas,1,Solo
36,Female,Ice skater ,3100,Single,0,1,RM1000 - RM1500,1,Family House,0,1,No,Overseas,0,Solo
48,Female,Nurse lecturer,5000,Married,2,1,More than RM3000,1,AirBnB,2,0,No,Local,1,Solo
30,Male,Musician,6831,Married,1,2,RM1000 - RM1500,1,Homestay,1,0,Yes,Overseas,1,Solo
45,Male,Lecturer ,4500,Married,1,0,RM1500 - RM2000,0,Homestay,1,3,Yes,Overseas,0,Solo
22,Female,Student,800,Single,0,2,below RM1000,0,Hotel,0,0,No,Local,0,Solo
26,Female,Teacher,4030,Single,1,2,below RM1000,1,Family House,1,0,Yes,Local,1,Group
21,Female,student,0,Single,1,1,RM1000 - RM1500,2,AirBnB,0,0,No,Overseas,1,Group
40,Male,Teacher,6100,Single,1,1,RM2000 - RM2500,1,Homestay,1,3,Yes,Overseas,0,Group
19,Male,Student,2100,Single,1,1,RM1000 - RM1500,1,Hotel,1,1,No,Local,0,Solo
23,Female,Student,0,Single,1,2,below RM1000,1,Family House,0,2,No,Local,0,Solo
29,Female,Maid,4000,Single,1,0,RM1500 - RM2000,0,Family House,0,2,No,Local,1,Solo
21,Male,STUDENT,0,Married,0,2,below RM1000,0,Hotel,0,0,No,Local,0,Solo
22,Male,Student,0,Single,0,1,below RM1000,1,Hotel,0,0,No,Local,0,Group
21,Female,Student ,300,Single,1,2,below RM1000,0,AirBnB,1,0,No,Local,1,Group
27,Male,Engineer,3500,Single,0,0,RM1000 - RM1500,1,AirBnB,0,3,No,Overseas,1,Group
21,Male,Student,0,Single,0,1,below RM1000,1,AirBnB,0,0,No,Local,0,Group
24,Male,Student,0,Single,1,3,below RM1000,1,Hotel,0,0,No,Local,0,Group
53,Male,Clerk,7000,Married,1,1,RM2000 - RM2500,2,Hotel,0,2,No,Local,2,Solo
28,Male,Journalist,3000,Single,0,2,below RM1000,0,Family House,0,0,No,Local,1,Solo
42,Female,Director,45900,Married,2,0,RM2000 - RM2500,3,Hotel,1,1,Yes,Local,1,Group
19,Male,student,1000,Single,1,1,RM1000 - RM1500,1,Hotel,1,1,Yes,Local,0,Solo
21,Male,student,1500,Single,1,2,below RM1000,1,Homestay,0,2,No,Local,0,Solo
30,Female,Kindergarden Teacher,2500,Single,0,2,below RM1000,0,Hotel,0,0,No,Local,0,Solo
21,Female,Supervisior,1800,Single,0,1,RM1500 - RM2000,1,AirBnB,1,0,No,Local,0,Group
27,Male,Policeman ,4590,Married,1,1,below RM1000,0,Hotel,1,0,Yes,Overseas,1,Solo
28,Male,Mechanic,3500,Single,0,3,below RM1000,0,AirBnB,1,1,No,Local,0,Group
23,Male,STUDENT,0,Married,0,2,below RM1000,0,Hotel,1,2,No,Local,0,Solo
22,Male,Student,0,Single,0,0,RM1000 - RM1500,0,Hotel,1,0,Yes,Local,0,Group
20,Male,student,1000,Single,1,2,below RM1000,0,Homestay,1,1,No,Local,0,Solo
27,Male,Engineer,3000,Single,0,3,below RM1000,0,Hotel,1,1,No,Local,0,Solo
28,Female,Lecturer,4500,Married,0,3,RM1000 - RM1500,0,Homestay,1,0,No,Local,1,Group
24,Female,Research assistant,1800,Single,2,1,below RM1000,1,Hotel,3,0,No,Local,0,Group
34,Male,Police man,4500,Married,0,1,RM1000 - RM1500,1,Hotel,0,3,No,Local,0,Solo
32,Female,Assistant manager,6500,Married,1,2,RM1000 - RM1500,0,Campsite,1,0,Yes,Local,1,Group
27,Male,Engineer,3500,Single,0,0,RM1000 - RM1500,1,AirBnB,0,3,No,Overseas,1,Group
20,Male,Student,800,Single,0,3,below RM1000,0,Campsite,0,1,Yes,Overseas,0,Group
30,Female,Nurse,6000,Single,1,0,RM1500 - RM2000,2,Hotel,2,3,No,Local,1,Solo
56,Male,Police,4500,Married,0,1,below RM1000,2,AirBnB,1,0,No,Local,0,Solo
46,Male,Bank Officer,8000,Married,2,1,RM1500 - RM2000,4,Homestay,1,0,No,Local,0,Group
45,Female,Housewife,0,Married,1,3,RM2000 - RM2500,0,Hotel,1,0,No,Local,0,Group
30,Male,Lawyer,5500,Single,1,2,RM1500 - RM2000,1,AirBnB,2,0,Yes,Local,1,Solo
23,Male,STUDENT,0,Married,0,3,below RM1000,0,Hotel,1,2,No,Local,0,Group
21,Male,Student,0,Single,0,1,below RM1000,1,AirBnB,1,0,No,Overseas,1,Group
17,Female,Studebt,150,Single,0,3,below RM1000,0,Family House,0,2,No,Local,0,Solo
21,Male,Student,0,Single,1,1,below RM1000,4,Homestay,0,2,No,Local,0,Group
29,Female,Soldier,8900,Married,1,0,RM1500 - RM2000,2,Family House,0,2,No,Overseas,1,Group
31,Female,Data Analyst ,15000,Married,1,3,RM1000 - RM1500,0,Homestay,1,0,No,Local,1,Solo
23,Male,Student,0,Single,0,0,below RM1000,1,AirBnB,0,2,No,Local,0,Solo
20,Male,student,0,Single,1,1,below RM1000,0,AirBnB,1,0,No,Local,0,Solo
22,Male,student,1200,Single,1,1,below RM1000,0,Homestay,0,0,No,Local,1,Solo
28,Male,Journalist,3000,Single,0,2,below RM1000,0,Family House,0,0,No,Local,1,Solo
21,Male,Student,1050,Single,0,3,below RM1000,0,Hotel,1,0,No,Local,0,Solo
21,Male,STUDENT,0,Married,0,2,below RM1000,0,Hotel,0,0,No,Local,0,Solo
21,Male,STUDENT,0,Married,0,2,below RM1000,0,Hotel,0,0,No,Local,0,Solo
20,Female,Student,0,Single,2,1,RM1500 - RM2000,0,AirBnB,1,3,Yes,Overseas,1,Solo
35,Female,Police,5400,Single,1,0,below RM1000,2,Hotel,1,2,No,Local,0,Solo
28,Female,Lecturer,4500,Married,0,3,RM1000 - RM1500,0,Homestay,1,0,No,Local,1,Group
23,Male,student,1000,Single,1,2,below RM1000,2,Campsite,0,0,No,Local,0,Solo
22,Male,student,1000,Single,0,0,below RM1000,1,Hotel,0,1,No,Local,0,Solo
25,Female,Student,1500,Single,0,2,below RM1000,0,Hotel,0,1,No,Local,0,Solo
21,Female,Student ,0,Single,2,0,RM1000 - RM1500,0,Homestay,1,0,No,Local,1,Group
27,Female,Model,5000,Single,0,0,RM2000 - RM2500,1,Hotel,1,3,No,Overseas,1,Solo
32,Male,Farmer,3100,Married,0,1,below RM1000,2,Family House,0,0,No,Local,0,Solo
19,Male,Footballer,9000,Single,0,2,RM1000 - RM1500,1,Hotel,0,1,Yes,Overseas,0,Solo
24,Male,Student,0,Single,0,1,below RM1000,0,AirBnB,0,0,No,Local,0,Solo
21,Male,student,0,Single,0,1,below RM1000,1,AirBnB,0,0,No,Local,1,Group
22,Female,Chef,3000,Single,1,0,RM1000 - RM1500,2,Hotel,1,0,No,Local,1,Solo
26,Female,Teacher,6000,Married,1,1,RM2500 - RM3000,1,Homestay,0,1,No,Local,0,Solo
48,Male,Manager,9100,Single,1,0,RM2000 - RM2500,0,Hotel,3,0,Yes,Overseas,1,Solo
21,Female,Student,150,Single,0,3,RM1000 - RM1500,1,Hotel,0,0,No,Local,0,Group
23,Male,Student,0,Single,0,0,below RM1000,1,AirBnB,0,2,No,Local,0,Solo
21,Male,Insta famous,5000,Single,0,1,RM1500 - RM2000,0,Hotel,1,2,No,Local,1,Group
38,Male,Mathematician,9000,Married,1,1,RM2000 - RM2500,3,Hotel,2,1,No,Overseas,2,Solo
31,Male,Principal,7800,Married,1,3,RM2000 - RM2500,2,Campsite,2,2,No,Overseas,0,Group
28,Male,Accountant,3800,Single,1,1,RM1500 - RM2000,1,AirBnB,0,0,No,Local,0,Group
21,Female,Student,0,Single,1,4,below RM1000,1,Hotel,1,0,No,Local,0,Group
22,Male,Model,3000,Single,1,0,RM2500 - RM3000,1,Homestay,0,1,No,Overseas,0,Group
56,Male,Dentist,5600,Married,0,3,below RM1000,0,Homestay,1,0,No,Local,1,Solo
46,Female,Director,12000,Married,1,1,RM2500 - RM3000,1,Hotel,1,3,No,Overseas,1,Group
19,Female,Hawker,1600,Single,0,1,below RM1000,0,Family House,1,1,No,Overseas,0,Solo
45,Male,Retired,6075,Single,2,2,More than RM3000,3,Family House,1,1,No,Overseas,2,Group
25,Male,Software Engineer,3500,Single,0,0,RM1000 - RM1500,0,Hotel,0,0,No,Local,0,Solo
21,Female,Student,0,Single,1,3,RM1000 - RM1500,3,Family House,1,0,No,Local,0,Solo
22,Male,Gamer,3000,Single,0,1,below RM1000,0,Family House,1,1,Yes,Overseas,0,Solo
21,Male,student,1000,Single,0,1,below RM1000,0,Family House,1,2,No,Local,0,Solo
21,Male,student,2100,Single,0,1,below RM1000,0,Homestay,0,2,No,Local,0,Solo
22,Male,Intern student,3000,Single,0,2,RM1000 - RM1500,0,Homestay,1,0,No,Local,1,Solo
77,Male,Imam,1000,Married,0,3,below RM1000,4,Family House,0,0,No,Local,2,Solo
23,Male,Student,0,Single,0,1,below RM1000,1,Hotel,0,0,No,Local,0,Solo
22,Male,Student,0,Single,0,1,below RM1000,1,Hotel,0,0,No,Local,0,Group
28,Male,Journalist,3000,Single,0,2,below RM1000,0,Family House,0,0,No,Local,1,Solo
25,Male,Student,0,Single,0,4,below RM1000,3,Campsite,2,1,No,Overseas,1,Solo
21,Female,Student,0,Single,1,1,below RM1000,1,AirBnB,1,3,No,Overseas,1,Group
43,Male,Youtuber,65000,Married,1,3,RM2000 - RM2500,2,Homestay,1,1,Yes,Local,0,Group
23,Female,Student,0,Single,1,2,below RM1000,1,Family House,0,2,No,Local,0,Solo
18,Female,Student,0,Single,0,1,RM1000 - RM1500,0,Hotel,1,3,No,Overseas,1,Group
28,Male,Journalist,3000,Single,0,2,below RM1000,0,Family House,0,0,No,Local,1,Solo
40,Male,Executives,8000,Married,1,1,More than RM3000,2,Family House,2,3,Yes,Overseas,1,Group
22,Male,Student,0,Single,0,1,below RM1000,0,Hotel,1,0,No,Local,0,Group
55,Male,Retired,2500,Married,0,3,below RM1000,0,Homestay,1,0,No,Local,0,Solo
28,Male,Firefighters ,5300,Married,0,1,RM1500 - RM2000,0,Campsite,0,2,No,Local,1,Group
58,Male,Taxi driver,1200,Married,0,3,below RM1000,4,Family House,1,0,No,Local,0,Group
21,Male,Student,600,Single,0,1,below RM1000,3,Family House,0,1,No,Local,0,Solo
36,Male,Doctor ,8000,Married,2,3,More than RM3000,2,Family House,1,3,Yes,Local,0,Solo
23,Male,Student,0,Single,0,1,below RM1000,1,Hotel,0,0,No,Local,0,Solo
23,Male,Student,0,Single,0,1,below RM1000,1,Hotel,0,0,No,Local,0,Solo
23,Female,Starbuck barista ,5000,Single,0,1,RM1000 - RM1500,3,Hotel,2,0,No,Local,1,Group
46,Male,Deputy director ,20000,Married,2,1,More than RM3000,1,Hotel,1,3,No,Overseas,1,Group
27,Male,Engineer,4000,Single,0,2,below RM1000,0,Hotel,1,0,No,Local,0,Solo
50,Female,Retired,2500,Married,0,0,below RM1000,0,Hotel,1,0,No,Local,0,Solo
21,Female,Student,0,Single,0,1,RM1000 - RM1500,0,Hotel,2,0,No,Local,0,Group
27,Female,lawyer,5000,Single,1,0,RM2000 - RM2500,1,Hotel,1,3,No,Overseas,1,Solo
22,Male,Student,0,Single,0,1,below RM1000,1,Hotel,0,0,No,Local,0,Group
60,Male,Retired,2500,Married,1,3,below RM1000,0,Hotel,1,0,No,Local,0,Solo
32,Female,Secretary ,6000,Married,0,3,RM1500 - RM2000,0,Family House,2,1,No,Local,1,Group
23,Male,INTERN,580,Single,0,2,below RM1000,1,Hotel,0,2,No,Local,1,Solo
23,Male,Student,0,Single,0,1,below RM1000,1,Family House,0,0,No,Local,0,Group
25,Male,Data Analyst,4000,Single,0,0,RM1000 - RM1500,0,Hotel,1,0,No,Local,0,Solo
24,Female,student,2000,Single,0,1,below RM1000,1,Homestay,0,2,No,Local,0,Solo
50,Female,Lecturer,4500,Married,0,0,RM1000 - RM1500,1,Hotel,2,0,No,Local,0,Solo
21,Male,Student,1900,Single,0,0,below RM1000,0,AirBnB,0,1,No,Local,0,Solo
22,Male,Paramedic ,3500,Single,1,1,RM1500 - RM2000,4,Homestay,1,0,No,Local,1,Group
27,Male,Fireman,2500,Married,0,1,below RM1000,0,Homestay,0,0,No,Local,0,Solo
26,Male,Fireman,2500,Married,0,1,below RM1000,1,Homestay,0,0,No,Local,0,Group
21,Female,student,0,Single,0,1,below RM1000,0,Homestay,1,0,No,Local,0,Group
22,Male,student,700,Single,0,1,below RM1000,0,Homestay,0,2,No,Local,0,Solo
21,Male,Student,0,Single,1,1,below RM1000,0,AirBnB,1,0,No,Local,0,Group
21,Male,student,1000,Single,0,1,RM1000 - RM1500,1,Family House,1,2,No,Local,0,Solo
53,Female,Housewife,0,Married,1,2,RM2000 - RM2500,2,Hotel,1,0,No,Overseas,0,Group
16,Male,Student,200,Single,0,3,below RM1000,0,Family House,0,0,No,Local,0,Solo
37,Male,Customer service ,2500,Married,1,3,RM1500 - RM2000,1,Hotel,0,0,No,Local,0,Group
24,Female,student,1200,Single,0,2,below RM1000,0,Hotel,1,2,No,Local,0,Solo
29,Female,Teacher,3000,Single,0,0,below RM1000,1,AirBnB,0,0,No,Local,0,Solo
31,Female,Lecturer,6900,Married,0,0,RM2000 - RM2500,1,Hotel,1,2,No,Local,2,Solo
38,Male,Accountant,51150,Married,0,2,below RM1000,1,AirBnB,0,2,Yes,Local,0,Solo
22,Male,Student,0,Single,0,2,below RM1000,0,Hotel,0,0,No,Local,0,Solo
25,Male,engineer,5000,Single,1,1,RM2500 - RM3000,1,AirBnB,1,3,No,Overseas,1,Solo
30,Male,Architect,6500,Single,0,2,RM1000 - RM1500,0,Hotel,1,3,No,Overseas,1,Solo
24,Male,Cleaner,1500,Single,1,1,RM2500 - RM3000,2,Hotel,0,0,No,Overseas,1,Group
22,Female,Teacher ,2300,Single,0,1,RM1000 - RM1500,0,Hotel,1,0,No,Local,0,Group
19,Male,Student,250,Single,0,3,below RM1000,1,Family House,1,0,No,Local,1,Solo
27,Male,Lawyer,50000,Married,1,2,RM1000 - RM1500,1,Hotel,1,3,No,Overseas,1,Solo
25,Male,Software Engineer,3500,Single,0,0,RM1000 - RM1500,0,Hotel,0,0,No,Local,0,Solo
46,Female,Senior executive ,4200,Married,2,3,RM1500 - RM2000,1,Homestay,1,0,No,Overseas,1,Group
22,Female,Student,0,Single,0,1,below RM1000,0,Hotel,0,0,No,Local,0,Group
27,Male,Engineer,3500,Single,0,0,RM1000 - RM1500,1,AirBnB,0,3,No,Overseas,1,Group
37,Male,Veterinar,5680,Married,1,1,RM1000 - RM1500,3,Homestay,1,2,No,Overseas,1,Group
46,Male,Operation manager ,5000,Single,1,1,RM2000 - RM2500,2,Hotel,0,3,No,Overseas,1,Solo
23,Male,Student,0,Single,0,1,below RM1000,1,Hotel,0,0,No,Local,0,Solo
27,Male,Engineer,3500,Single,0,0,RM1000 - RM1500,1,AirBnB,0,3,No,Overseas,1,Group
22,Male,Student,0,Single,0,3,below RM1000,1,Hotel,0,0,No,Local,0,Solo
51,Male,Policeman ,6000,Married,0,1,RM1000 - RM1500,0,Homestay,2,1,Yes,Local,1,Solo
38,Female,Cleaner,3500,Married,1,1,RM1500 - RM2000,3,Family House,0,0,No,Local,0,Group
36,Female,Baker,3700,Married,1,1,RM2500 - RM3000,0,Family House,2,2,Yes,Local,0,Solo
36,Female,Chef,4400,Married,1,0,RM2000 - RM2500,2,Family House,1,3,No,Overseas,0,Group
33,Male,Plumber ,3700,Married,2,0,RM1000 - RM1500,1,Family House,1,3,Yes,Local,1,Solo
32,Female,Data Analyst,8000,Married,2,3,RM2000 - RM2500,1,Hotel,2,1,Yes,Overseas,1,Group
21,Male,Student,1000,Single,0,2,below RM1000,1,Campsite,0,1,No,Local,0,Group
30,Male,Architect,6500,Single,0,2,RM1000 - RM1500,0,Hotel,1,3,No,Overseas,1,Solo
23,Female,Tazi driver ,2500,Single,0,1,RM1000 - RM1500,1,Family House,1,1,No,Local,0,Group
22,Female,Student,0,Single,0,2,below RM1000,1,Hotel,1,0,No,Local,0,Group
21,Male,Student,0,Single,1,1,below RM1000,1,AirBnB,1,0,No,Local,1,Group
26,Male,Food Panda Rider,3500,Single,0,3,below RM1000,0,AirBnB,1,1,No,Local,0,Group
27,Female,Data anlysis,5000,Single,1,2,below RM1000,0,Hotel,1,0,No,Local,0,Solo
35,Female,Lecturer,6000,Married,1,1,RM2500 - RM3000,1,AirBnB,1,3,No,Overseas,1,Group
22,Male,Student,0,Single,0,1,below RM1000,1,Hotel,0,0,No,Local,0,Group
23,Male,Student,0,Single,0,1,below RM1000,1,Hotel,0,0,No,Local,0,Solo
21,Female,Student,500,Single,0,1,below RM1000,2,Hotel,0,4,No,Local,0,Group
21,Male,Student ,0,Single,0,1,below RM1000,1,Hotel,1,3,No,Local,0,Group
18,Male,Student,1000,Single,0,1,below RM1000,1,Hotel,1,1,No,Local,1,Group
29,Male,Model,3400,Married,1,2,below RM1000,1,Family House,2,1,Yes,Local,1,Solo
23,Male,student,2000,Single,0,1,below RM1000,0,Family House,0,2,No,Local,0,Solo
26,Male,Mechanic,3500,Married,0,3,below RM1000,0,Homestay,1,1,No,Local,0,Group
22,Male,student,1000,Single,1,2,below RM1000,0,Homestay,1,2,No,Local,1,Solo
32,Male,Technician ,4090,Single,1,1,RM2500 - RM3000,3,Hotel,1,2,No,Local,1,Solo
40,Female,Sales woman ,8000,Married,2,0,More than RM3000,0,Hotel,2,3,Yes,Overseas,1,Group
25,Male,Data Analyst,4000,Single,0,0,RM1000 - RM1500,0,Hotel,1,0,No,Local,0,Solo
23,Male,Student,0,Single,0,0,below RM1000,1,AirBnB,0,2,No,Local,0,Solo
28,Male,Computer Programmer,4500,Single,0,0,RM1000 - RM1500,0,Hotel,0,0,Yes,Overseas,1,Solo
45,Male,Engineer,9000,Married,1,1,RM2000 - RM2500,1,Homestay,1,3,Yes,Overseas,1,Group
18,Male,Student,1000,Single,1,3,below RM1000,0,Family House,1,0,No,Local,0,Solo
56,Male,E-hailing Driver,2700,Married,0,3,below RM1000,0,Family House,0,1,No,Local,0,Solo
22,Male,Student,0,Single,0,3,below RM1000,1,Hotel,0,0,No,Local,0,Solo
21,Male,Student (do grab student as side job),180,Single,1,2,below RM1000,1,Hotel,0,0,No,Local,0,Group
46,Female,Housewife,1000,Married,0,1,RM1000 - RM1500,0,Homestay,1,0,No,Local,0,Group
23,Male,Student,0,Single,0,1,below RM1000,1,Hotel,0,0,No,Local,0,Solo
40,Male,Instructor ,5100,Married,1,1,RM2000 - RM2500,3,Campsite,1,2,Yes,Overseas,0,Group
30,Female,Clerk,3500,Married,0,1,below RM1000,1,AirBnB,0,0,No,Local,0,Group
22,Male,student,1200,Single,0,1,below RM1000,1,Homestay,1,2,No,Local,1,Solo
21,Male,Student,0,Married,0,4,More than RM3000,4,Hotel,3,4,No,Overseas,2,Solo
35,Female,Policeman,6000,Single,1,2,RM1000 - RM1500,2,Campsite,1,1,No,Local,1,Group
28,Male,Journalist,3000,Single,0,2,below RM1000,0,Family House,0,0,No,Local,1,Solo
28,Male,Journalist,3000,Single,0,2,below RM1000,0,Family House,0,0,No,Local,1,Solo
32,Male,Farmer,3100,Married,0,1,below RM1000,2,Family House,0,0,No,Local,0,Solo
24,Male,Student,0,Single,1,3,below RM1000,1,Hotel,0,0,No,Local,0,Group
25,Male,Software Engineer,3500,Single,0,0,RM1000 - RM1500,0,Hotel,0,0,No,Local,0,Solo
18,Female,Gamer,4312,Single,0,1,RM1500 - RM2000,0,Family House,1,1,Yes,Local,1,Group
22,Male,Student,0,Single,0,2,below RM1000,0,Hotel,0,0,No,Local,0,Solo
21,Male,Aircraft Mechanic ,2900,Single,0,4,RM2500 - RM3000,2,AirBnB,1,3,No,Overseas,1,Solo
38,Female,Reservation Officer ,1500,Single,1,1,RM1000 - RM1500,1,Hotel,1,3,No,Local,0,Group
22,Male,student,1000,Single,0,1,below RM1000,0,Family House,1,2,No,Local,0,Solo
48,Male,Traffic police,5600,Married,0,0,RM1000 - RM1500,3,Hotel,0,1,Yes,Overseas,1,Solo
23,Female,Student,0,Single,1,2,below RM1000,1,Family House,0,2,No,Local,0,Solo
22,Female,Student,0,Single,2,4,More than RM3000,4,Hotel,3,4,Yes,Local,0,Group
21,Male,Student,0,Single,0,2,below RM1000,0,Hotel,0,0,No,Local,0,Solo
26,Male,Teacher,3000,Single,0,1,below RM1000,0,Hotel,1,0,No,Local,0,Group
23,Male,Reporter,3600,Single,0,1,below RM1000,0,AirBnB,1,1,No,Local,0,Solo
21,Female,Student,5300,Single,2,1,RM1500 - RM2000,1,AirBnB,1,3,No,Overseas,1,Group
30,Male,Writer,3256,Married,2,1,RM1000 - RM1500,2,AirBnB,1,1,Yes,Local,1,Solo
21,Female,Student,0,Single,1,1,below RM1000,0,AirBnB,0,2,No,Overseas,1,Group
41,Female,Marketing Exec,4000,Single,2,2,More than RM3000,2,Hotel,0,3,No,Overseas,1,Solo
37,Male,Chef,5100,Single,0,2,RM1000 - RM1500,3,Family House,2,2,No,Local,0,Solo
22,Female,Club chairman,190000,Single,0,2,below RM1000,0,Hotel,1,1,No,Overseas,0,Group
21,Female,Student,150,Single,0,3,RM1000 - RM1500,1,Hotel,0,0,No,Local,0,Group
23,Male,STUDENT,0,Married,0,2,below RM1000,0,Hotel,1,2,No,Local,0,Solo
21,Female,Student ,0,Single,2,3,below RM1000,1,Hotel,2,0,Yes,Overseas,1,Group
24,Female,Barista ,3500,Married,0,1,RM1000 - RM1500,2,Family House,2,1,Yes,Overseas,0,Solo
18,Male,Student,440,Single,0,1,below RM1000,0,Campsite,0,2,No,Local,0,Solo
24,Male,Athlete,6700,Single,1,2,RM1500 - RM2000,2,Family House,2,3,No,Local,0,Solo
22,Male,Student,0,Single,0,1,below RM1000,1,Hotel,0,0,No,Local,0,Group
24,Female,Not employed ,0,Single,1,1,RM2000 - RM2500,1,Homestay,1,0,No,Local,1,Solo
23,Female,Student,0,Single,1,2,below RM1000,1,Family House,0,2,No,Local,0,Solo
33,Female,Lawyer,4500,Single,1,0,RM2000 - RM2500,2,AirBnB,1,3,No,Overseas,1,Solo
44,Female,Lecturer,5000,Married,1,2,RM1000 - RM1500,0,Hotel,1,0,No,Local,0,Solo
30,Male,Bank worker,4000,Married,0,3,below RM1000,1,AirBnB,1,0,No,Local,0,Group
30,Female,Doctor,5900,Married,1,3,RM1500 - RM2000,1,Homestay,0,1,No,Overseas,2,Solo
48,Male,McD workers,1500,Married,1,1,RM1000 - RM1500,1,Hotel,2,1,Yes,Local,1,Group
39,Female,Comic writer,7000,Single,0,4,below RM1000,3,Campsite,0,0,No,Overseas,2,Group
38,Male,Football manager player,12000,Single,0,2,RM1500 - RM2000,1,Homestay,0,2,Yes,Local,0,Group
34,Female,Teacher,3500,Married,0,0,below RM1000,1,Homestay,1,0,No,Overseas,0,Group
42,Female,Discord user,5000,Single,1,3,RM1500 - RM2000,1,Hotel,1,3,No,Local,1,Group
36,Male,Lecturer,5000,Married,0,0,RM1500 - RM2000,1,Hotel,0,3,Yes,Overseas,1,Solo
22,Male,Student,0,Single,0,1,below RM1000,1,AirBnB,0,0,No,Local,0,Group
28,Male,Accountant,3800,Single,1,1,RM1500 - RM2000,1,AirBnB,0,0,No,Local,0,Group
